Código,Descripción,GRUPO,Clasificación Sistemas JMC,SEGMENTO,Clasificación Partes JMC,TIPO
Y112,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y113,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y114,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y115,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y116,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y117,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y118,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y119,"ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y120,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y121,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y122,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y123,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y124,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y125,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y126,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y127,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y128,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y129,"ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y130,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,7.0,23.0,47.0,5.0
Y131,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,7.0,23.0,47.0,5.0
Y132,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,7.0,23.0,47.0,5.0
Y133,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,7.0,23.0,47.0,5.0
Y134,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,7.0,23.0,47.0,5.0
Y135,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,7.0,23.0,47.0,5.0
Y136,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,7.0,23.0,47.0,5.0
Y137,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: GRANJA",40.0,7.0,23.0,47.0,5.0
Y138,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,7.0,23.0,47.0,5.0
Y139,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,7.0,23.0,47.0,5.0
Y140,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y141,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y142,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y143,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y144,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y145,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y146,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y147,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y148,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y149,"ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y150,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y151,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y152,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y153,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y154,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y155,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y156,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y157,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y158,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y159,"ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y160,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y161,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y162,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y163,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y164,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y165,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y166,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y167,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y168,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y169,"ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y170,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y171,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y172,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y173,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y174,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y175,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y176,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y177,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y178,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y179,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y180,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y181,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y182,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y183,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y184,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y185,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y186,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y187,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y188,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y189,"ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y190,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,5.0
Y191,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,5.0
Y192,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,5.0
Y193,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,5.0
Y194,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,5.0
Y195,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,5.0
Y196,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,5.0
Y197,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,5.0
Y198,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y199,"ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,5.0
Y200,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y201,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y202,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y203,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y204,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y205,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y206,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y207,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y208,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y209,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y210,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y211,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y212,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y213,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y214,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y215,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y216,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y217,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y218,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y219,"AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y220,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y221,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y222,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y223,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y224,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y225,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y226,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y227,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y228,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y229,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y230,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y231,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
